fechas;granularidad_espacial;granularidad_temporal;territorio;valor
2020-03;regional;mensual;CCAA_EXTREMADURA;98.55
2020-04;regional;mensual;CCAA_EXTREMADURA;100.03
2020-05;regional;mensual;CCAA_EXTREMADURA;100.03
2020-06;regional;mensual;CCAA_EXTREMADURA;100.07
2020-07;regional;mensual;CCAA_EXTREMADURA;98.6
2020-08;regional;mensual;CCAA_EXTREMADURA;98.63
2020-09;regional;mensual;CCAA_EXTREMADURA;98.88
2020-10;regional;mensual;CCAA_EXTREMADURA;99.95
2020-11;regional;mensual;CCAA_EXTREMADURA;99.92
2020-12;regional;mensual;CCAA_EXTREMADURA;99.68
2021-01;regional;mensual;CCAA_EXTREMADURA;98.45
2021-02;regional;mensual;CCAA_EXTREMADURA;98.48
2021-03;regional;mensual;CCAA_EXTREMADURA;98.92
2021-04;regional;mensual;CCAA_EXTREMADURA;100.14
2021-05;regional;mensual;CCAA_EXTREMADURA;100.25
2021-06;regional;mensual;CCAA_EXTREMADURA;100.45
2021-07;regional;mensual;CCAA_EXTREMADURA;99.3
2021-08;regional;mensual;CCAA_EXTREMADURA;99.5
2021-09;regional;mensual;CCAA_EXTREMADURA;99.94
2021-10;regional;mensual;CCAA_EXTREMADURA;101.17
2021-11;regional;mensual;CCAA_EXTREMADURA;101.65
2021-12;regional;mensual;CCAA_EXTREMADURA;101.75
2022-01;regional;mensual;CCAA_EXTREMADURA;100.84
2022-02;regional;mensual;CCAA_EXTREMADURA;101.52
2022-03;regional;mensual;CCAA_EXTREMADURA;102.33
2022-04;regional;mensual;CCAA_EXTREMADURA;104.62
2022-05;regional;mensual;CCAA_EXTREMADURA;105.42
2022-06;regional;mensual;CCAA_EXTREMADURA;105.75
2022-07;regional;mensual;CCAA_EXTREMADURA;105.53
2022-08;regional;mensual;CCAA_EXTREMADURA;105.93
2022-09;regional;mensual;CCAA_EXTREMADURA;106.06
2022-10;regional;mensual;CCAA_EXTREMADURA;107.49
2022-11;regional;mensual;CCAA_EXTREMADURA;108.55
2022-12;regional;mensual;CCAA_EXTREMADURA;109.54
2023-01;regional;mensual;CCAA_EXTREMADURA;109.31
2023-02;regional;mensual;CCAA_EXTREMADURA;108.67
2023-03;regional;mensual;CCAA_EXTREMADURA;109.41
2023-04;regional;mensual;CCAA_EXTREMADURA;111.01
2023-05;regional;mensual;CCAA_EXTREMADURA;111.43
2023-06;regional;mensual;CCAA_EXTREMADURA;111.81
2023-07;regional;mensual;CCAA_EXTREMADURA;111.5
2023-08;regional;mensual;CCAA_EXTREMADURA;111.73
2023-09;regional;mensual;CCAA_EXTREMADURA;111.8
2023-10;regional;mensual;CCAA_EXTREMADURA;112.75
2023-11;regional;mensual;CCAA_EXTREMADURA;112.72
2023-12;regional;mensual;CCAA_EXTREMADURA;112.9
2024-01;regional;mensual;CCAA_EXTREMADURA;112.55
2024-02;regional;mensual;CCAA_EXTREMADURA;113.19
2024-03;regional;mensual;CCAA_EXTREMADURA;113.59
2024-04;regional;mensual;CCAA_EXTREMADURA;114.4
2024-05;regional;mensual;CCAA_EXTREMADURA;114.67
2024-06;regional;mensual;CCAA_EXTREMADURA;115.03
2024-07;regional;mensual;CCAA_EXTREMADURA;114.28
2024-08;regional;mensual;CCAA_EXTREMADURA;114.7
2002-01;regional;mensual;CCAA_ANDALUCIA;74.52
2002-02;regional;mensual;CCAA_ANDALUCIA;74.58
2002-03;regional;mensual;CCAA_ANDALUCIA;75.08
2002-04;regional;mensual;CCAA_ANDALUCIA;76.16
2002-05;regional;mensual;CCAA_ANDALUCIA;76.45
2002-06;regional;mensual;CCAA_ANDALUCIA;76.53
2002-07;regional;mensual;CCAA_ANDALUCIA;75.56
2002-08;regional;mensual;CCAA_ANDALUCIA;75.74
2002-09;regional;mensual;CCAA_ANDALUCIA;75.99
2002-10;regional;mensual;CCAA_ANDALUCIA;77.07
2002-11;regional;mensual;CCAA_ANDALUCIA;77.41
2002-12;regional;mensual;CCAA_ANDALUCIA;77.55
2003-01;regional;mensual;CCAA_ANDALUCIA;76.85
2003-02;regional;mensual;CCAA_ANDALUCIA;77.09
2003-03;regional;mensual;CCAA_ANDALUCIA;77.56
2003-04;regional;mensual;CCAA_ANDALUCIA;78.64
2003-05;regional;mensual;CCAA_ANDALUCIA;78.77
2003-06;regional;mensual;CCAA_ANDALUCIA;78.82
2003-07;regional;mensual;CCAA_ANDALUCIA;77.72
2003-08;regional;mensual;CCAA_ANDALUCIA;77.86
2003-09;regional;mensual;CCAA_ANDALUCIA;78.08
2003-10;regional;mensual;CCAA_ANDALUCIA;78.92
2003-11;regional;mensual;CCAA_ANDALUCIA;79.27
2003-12;regional;mensual;CCAA_ANDALUCIA;79.35
2004-01;regional;mensual;CCAA_ANDALUCIA;78.42
2004-02;regional;mensual;CCAA_ANDALUCIA;78.63
2004-03;regional;mensual;CCAA_ANDALUCIA;79.16
2004-04;regional;mensual;CCAA_ANDALUCIA;80.5
2004-05;regional;mensual;CCAA_ANDALUCIA;80.85
2004-06;regional;mensual;CCAA_ANDALUCIA;81.0
2004-07;regional;mensual;CCAA_ANDALUCIA;79.93
2004-08;regional;mensual;CCAA_ANDALUCIA;80.16
2004-09;regional;mensual;CCAA_ANDALUCIA;80.45
2004-10;regional;mensual;CCAA_ANDALUCIA;81.19
2004-11;regional;mensual;CCAA_ANDALUCIA;81.57
2004-12;regional;mensual;CCAA_ANDALUCIA;81.64
2005-01;regional;mensual;CCAA_ANDALUCIA;80.61
2005-02;regional;mensual;CCAA_ANDALUCIA;80.78
2005-03;regional;mensual;CCAA_ANDALUCIA;81.47
2005-04;regional;mensual;CCAA_ANDALUCIA;82.76
2005-05;regional;mensual;CCAA_ANDALUCIA;82.97
2005-06;regional;mensual;CCAA_ANDALUCIA;83.06
2005-07;regional;mensual;CCAA_ANDALUCIA;81.9
2005-08;regional;mensual;CCAA_ANDALUCIA;82.05
2005-09;regional;mensual;CCAA_ANDALUCIA;82.38
2005-10;regional;mensual;CCAA_ANDALUCIA;83.27
2005-11;regional;mensual;CCAA_ANDALUCIA;83.74
2005-12;regional;mensual;CCAA_ANDALUCIA;83.96
2006-01;regional;mensual;CCAA_ANDALUCIA;82.92
2006-02;regional;mensual;CCAA_ANDALUCIA;83.09
2006-03;regional;mensual;CCAA_ANDALUCIA;84.06
2006-04;regional;mensual;CCAA_ANDALUCIA;85.34
2006-05;regional;mensual;CCAA_ANDALUCIA;85.52
2006-06;regional;mensual;CCAA_ANDALUCIA;85.59
2006-07;regional;mensual;CCAA_ANDALUCIA;84.51
2006-08;regional;mensual;CCAA_ANDALUCIA;84.6
2006-09;regional;mensual;CCAA_ANDALUCIA;84.89
2006-10;regional;mensual;CCAA_ANDALUCIA;85.75
2006-11;regional;mensual;CCAA_ANDALUCIA;86.08
2006-12;regional;mensual;CCAA_ANDALUCIA;86.17
2007-01;regional;mensual;CCAA_ANDALUCIA;85.36
2007-02;regional;mensual;CCAA_ANDALUCIA;85.61
2007-03;regional;mensual;CCAA_ANDALUCIA;86.12
2007-04;regional;mensual;CCAA_ANDALUCIA;87.31
2007-05;regional;mensual;CCAA_ANDALUCIA;87.4
2007-06;regional;mensual;CCAA_ANDALUCIA;87.5
2007-07;regional;mensual;CCAA_ANDALUCIA;86.41
2007-08;regional;mensual;CCAA_ANDALUCIA;86.63
2007-09;regional;mensual;CCAA_ANDALUCIA;86.98
2007-10;regional;mensual;CCAA_ANDALUCIA;88.28
2007-11;regional;mensual;CCAA_ANDALUCIA;88.86
2007-12;regional;mensual;CCAA_ANDALUCIA;89.01
2008-01;regional;mensual;CCAA_ANDALUCIA;88.07
2008-02;regional;mensual;CCAA_ANDALUCIA;88.42
2008-03;regional;mensual;CCAA_ANDALUCIA;89.09
2008-04;regional;mensual;CCAA_ANDALUCIA;90.21
2008-05;regional;mensual;CCAA_ANDALUCIA;90.41
2008-06;regional;mensual;CCAA_ANDALUCIA;90.5
2008-07;regional;mensual;CCAA_ANDALUCIA;89.44
2008-08;regional;mensual;CCAA_ANDALUCIA;89.66
2008-09;regional;mensual;CCAA_ANDALUCIA;89.94
2008-10;regional;mensual;CCAA_ANDALUCIA;90.84
2008-11;regional;mensual;CCAA_ANDALUCIA;91.19
2008-12;regional;mensual;CCAA_ANDALUCIA;91.07
2009-01;regional;mensual;CCAA_ANDALUCIA;89.58
2009-02;regional;mensual;CCAA_ANDALUCIA;89.53
2009-03;regional;mensual;CCAA_ANDALUCIA;89.98
2009-04;regional;mensual;CCAA_ANDALUCIA;91.05
2009-05;regional;mensual;CCAA_ANDALUCIA;90.98
2009-06;regional;mensual;CCAA_ANDALUCIA;90.96
2009-07;regional;mensual;CCAA_ANDALUCIA;89.8
2009-08;regional;mensual;CCAA_ANDALUCIA;89.83
2009-09;regional;mensual;CCAA_ANDALUCIA;89.89
2009-10;regional;mensual;CCAA_ANDALUCIA;90.68
2009-11;regional;mensual;CCAA_ANDALUCIA;91.12
2009-12;regional;mensual;CCAA_ANDALUCIA;91.08
2010-01;regional;mensual;CCAA_ANDALUCIA;89.52
2010-02;regional;mensual;CCAA_ANDALUCIA;89.45
2010-03;regional;mensual;CCAA_ANDALUCIA;89.98
2010-04;regional;mensual;CCAA_ANDALUCIA;90.89
2010-05;regional;mensual;CCAA_ANDALUCIA;91.07
2010-06;regional;mensual;CCAA_ANDALUCIA;91.27
2010-07;regional;mensual;CCAA_ANDALUCIA;90.35
2010-08;regional;mensual;CCAA_ANDALUCIA;90.55
2010-09;regional;mensual;CCAA_ANDALUCIA;90.75
2010-10;regional;mensual;CCAA_ANDALUCIA;91.66
2010-11;regional;mensual;CCAA_ANDALUCIA;92.2
2010-12;regional;mensual;CCAA_ANDALUCIA;92.47
2011-01;regional;mensual;CCAA_ANDALUCIA;90.98
2011-02;regional;mensual;CCAA_ANDALUCIA;91.02
2011-03;regional;mensual;CCAA_ANDALUCIA;91.65
2011-04;regional;mensual;CCAA_ANDALUCIA;92.92
2011-05;regional;mensual;CCAA_ANDALUCIA;93.06
2011-06;regional;mensual;CCAA_ANDALUCIA;92.87
2011-07;regional;mensual;CCAA_ANDALUCIA;91.77
2011-08;regional;mensual;CCAA_ANDALUCIA;91.98
2011-09;regional;mensual;CCAA_ANDALUCIA;92.31
2011-10;regional;mensual;CCAA_ANDALUCIA;93.24
2011-11;regional;mensual;CCAA_ANDALUCIA;93.63
2011-12;regional;mensual;CCAA_ANDALUCIA;93.7
2012-01;regional;mensual;CCAA_ANDALUCIA;91.94
2012-02;regional;mensual;CCAA_ANDALUCIA;91.93
2012-03;regional;mensual;CCAA_ANDALUCIA;92.45
2012-04;regional;mensual;CCAA_ANDALUCIA;93.73
2012-05;regional;mensual;CCAA_ANDALUCIA;93.91
2012-06;regional;mensual;CCAA_ANDALUCIA;93.85
2012-07;regional;mensual;CCAA_ANDALUCIA;92.85
2012-08;regional;mensual;CCAA_ANDALUCIA;92.95
2012-09;regional;mensual;CCAA_ANDALUCIA;93.89
2012-10;regional;mensual;CCAA_ANDALUCIA;95.08
2012-11;regional;mensual;CCAA_ANDALUCIA;95.42
2012-12;regional;mensual;CCAA_ANDALUCIA;95.33
2013-01;regional;mensual;CCAA_ANDALUCIA;93.66
2013-02;regional;mensual;CCAA_ANDALUCIA;93.8
2013-03;regional;mensual;CCAA_ANDALUCIA;94.27
2013-04;regional;mensual;CCAA_ANDALUCIA;95.19
2013-05;regional;mensual;CCAA_ANDALUCIA;95.41
2013-06;regional;mensual;CCAA_ANDALUCIA;95.39
2013-07;regional;mensual;CCAA_ANDALUCIA;94.14
2013-08;regional;mensual;CCAA_ANDALUCIA;94.29
2013-09;regional;mensual;CCAA_ANDALUCIA;94.48
2013-10;regional;mensual;CCAA_ANDALUCIA;95.22
2013-11;regional;mensual;CCAA_ANDALUCIA;95.67
2013-12;regional;mensual;CCAA_ANDALUCIA;95.51
2014-01;regional;mensual;CCAA_ANDALUCIA;93.69
2014-02;regional;mensual;CCAA_ANDALUCIA;93.74
2014-03;regional;mensual;CCAA_ANDALUCIA;94.3
2014-04;regional;mensual;CCAA_ANDALUCIA;95.32
2014-05;regional;mensual;CCAA_ANDALUCIA;95.38
2014-06;regional;mensual;CCAA_ANDALUCIA;95.27
2014-07;regional;mensual;CCAA_ANDALUCIA;93.97
2014-08;regional;mensual;CCAA_ANDALUCIA;94.08
2014-09;regional;mensual;CCAA_ANDALUCIA;94.26
2014-10;regional;mensual;CCAA_ANDALUCIA;95.03
2014-11;regional;mensual;CCAA_ANDALUCIA;95.49
2014-12;regional;mensual;CCAA_ANDALUCIA;95.4
2015-01;regional;mensual;CCAA_ANDALUCIA;93.82
2015-02;regional;mensual;CCAA_ANDALUCIA;93.86
2015-03;regional;mensual;CCAA_ANDALUCIA;94.41
2015-04;regional;mensual;CCAA_ANDALUCIA;95.53
2015-05;regional;mensual;CCAA_ANDALUCIA;95.88
2015-06;regional;mensual;CCAA_ANDALUCIA;95.93
2015-07;regional;mensual;CCAA_ANDALUCIA;94.72
2015-08;regional;mensual;CCAA_ANDALUCIA;94.81
2015-09;regional;mensual;CCAA_ANDALUCIA;95.04
2015-10;regional;mensual;CCAA_ANDALUCIA;95.91
2015-11;regional;mensual;CCAA_ANDALUCIA;96.39
2015-12;regional;mensual;CCAA_ANDALUCIA;96.28
2016-01;regional;mensual;CCAA_ANDALUCIA;94.67
2016-02;regional;mensual;CCAA_ANDALUCIA;94.74
2016-03;regional;mensual;CCAA_ANDALUCIA;95.39
2016-04;regional;mensual;CCAA_ANDALUCIA;96.27
2016-05;regional;mensual;CCAA_ANDALUCIA;96.59
2016-06;regional;mensual;CCAA_ANDALUCIA;96.55
2016-07;regional;mensual;CCAA_ANDALUCIA;95.41
2016-08;regional;mensual;CCAA_ANDALUCIA;95.69
2016-09;regional;mensual;CCAA_ANDALUCIA;95.91
2016-10;regional;mensual;CCAA_ANDALUCIA;96.76
2016-11;regional;mensual;CCAA_ANDALUCIA;97.22
2016-12;regional;mensual;CCAA_ANDALUCIA;97.21
2017-01;regional;mensual;CCAA_ANDALUCIA;95.67
2017-02;regional;mensual;CCAA_ANDALUCIA;95.66
2017-03;regional;mensual;CCAA_ANDALUCIA;96.22
2017-04;regional;mensual;CCAA_ANDALUCIA;97.28
2017-05;regional;mensual;CCAA_ANDALUCIA;97.41
2017-06;regional;mensual;CCAA_ANDALUCIA;97.46
2017-07;regional;mensual;CCAA_ANDALUCIA;96.49
2017-08;regional;mensual;CCAA_ANDALUCIA;96.69
2017-09;regional;mensual;CCAA_ANDALUCIA;96.9
2017-10;regional;mensual;CCAA_ANDALUCIA;97.52
2017-11;regional;mensual;CCAA_ANDALUCIA;97.95
2017-12;regional;mensual;CCAA_ANDALUCIA;97.9
2018-01;regional;mensual;CCAA_ANDALUCIA;96.41
2018-02;regional;mensual;CCAA_ANDALUCIA;96.69
2018-03;regional;mensual;CCAA_ANDALUCIA;97.2
2018-04;regional;mensual;CCAA_ANDALUCIA;98.1
2018-05;regional;mensual;CCAA_ANDALUCIA;98.4
2018-06;regional;mensual;CCAA_ANDALUCIA;98.38
2018-07;regional;mensual;CCAA_ANDALUCIA;97.32
2018-08;regional;mensual;CCAA_ANDALUCIA;97.39
2018-09;regional;mensual;CCAA_ANDALUCIA;97.64
2018-10;regional;mensual;CCAA_ANDALUCIA;98.41
2018-11;regional;mensual;CCAA_ANDALUCIA;98.66
2018-12;regional;mensual;CCAA_ANDALUCIA;98.7
2019-01;regional;mensual;CCAA_ANDALUCIA;97.02
2019-02;regional;mensual;CCAA_ANDALUCIA;97.23
2019-03;regional;mensual;CCAA_ANDALUCIA;97.88
2019-04;regional;mensual;CCAA_ANDALUCIA;98.9
2019-05;regional;mensual;CCAA_ANDALUCIA;99.1
2019-06;regional;mensual;CCAA_ANDALUCIA;99.14
2019-07;regional;mensual;CCAA_ANDALUCIA;98.08
2019-08;regional;mensual;CCAA_ANDALUCIA;98.24
2019-09;regional;mensual;CCAA_ANDALUCIA;98.55
2019-10;regional;mensual;CCAA_ANDALUCIA;99.37
2019-11;regional;mensual;CCAA_ANDALUCIA;99.66
2019-12;regional;mensual;CCAA_ANDALUCIA;99.56
2020-01;regional;mensual;CCAA_ANDALUCIA;97.96
2020-02;regional;mensual;CCAA_ANDALUCIA;98.27
2020-03;regional;mensual;CCAA_ANDALUCIA;98.8
2020-04;regional;mensual;CCAA_ANDALUCIA;99.95
2020-05;regional;mensual;CCAA_ANDALUCIA;100.14
2020-06;regional;mensual;CCAA_ANDALUCIA;100.19
2020-07;regional;mensual;CCAA_ANDALUCIA;98.76
2020-08;regional;mensual;CCAA_ANDALUCIA;98.76
2020-09;regional;mensual;CCAA_ANDALUCIA;98.95
2020-10;regional;mensual;CCAA_ANDALUCIA;99.66
2020-11;regional;mensual;CCAA_ANDALUCIA;99.9
2020-12;regional;mensual;CCAA_ANDALUCIA;99.78
2021-01;regional;mensual;CCAA_ANDALUCIA;98.64
2021-02;regional;mensual;CCAA_ANDALUCIA;98.62
2021-03;regional;mensual;CCAA_ANDALUCIA;99.12
2021-04;regional;mensual;CCAA_ANDALUCIA;100.04
2021-05;regional;mensual;CCAA_ANDALUCIA;100.3
2021-06;regional;mensual;CCAA_ANDALUCIA;100.37
2021-07;regional;mensual;CCAA_ANDALUCIA;99.31
2021-08;regional;mensual;CCAA_ANDALUCIA;99.44
2021-09;regional;mensual;CCAA_ANDALUCIA;99.94
2021-10;regional;mensual;CCAA_ANDALUCIA;100.96
2021-11;regional;mensual;CCAA_ANDALUCIA;101.48
2021-12;regional;mensual;CCAA_ANDALUCIA;101.78
2022-01;regional;mensual;CCAA_ANDALUCIA;100.98
2022-02;regional;mensual;CCAA_ANDALUCIA;101.59
2022-03;regional;mensual;CCAA_ANDALUCIA;102.43
2022-04;regional;mensual;CCAA_ANDALUCIA;104.58
2022-05;regional;mensual;CCAA_ANDALUCIA;105.4
2022-06;regional;mensual;CCAA_ANDALUCIA;106.08
2022-07;regional;mensual;CCAA_ANDALUCIA;105.7
2022-08;regional;mensual;CCAA_ANDALUCIA;106.11
2022-09;regional;mensual;CCAA_ANDALUCIA;106.53
2022-10;regional;mensual;CCAA_ANDALUCIA;107.83
2022-11;regional;mensual;CCAA_ANDALUCIA;108.62
2022-12;regional;mensual;CCAA_ANDALUCIA;109.57
2023-01;regional;mensual;CCAA_ANDALUCIA;109.34
2023-02;regional;mensual;CCAA_ANDALUCIA;110.17
2023-03;regional;mensual;CCAA_ANDALUCIA;111.03
2023-04;regional;mensual;CCAA_ANDALUCIA;112.13
2023-05;regional;mensual;CCAA_ANDALUCIA;112.42
2023-06;regional;mensual;CCAA_ANDALUCIA;112.81
2023-07;regional;mensual;CCAA_ANDALUCIA;112.44
2023-08;regional;mensual;CCAA_ANDALUCIA;112.8
2023-09;regional;mensual;CCAA_ANDALUCIA;112.85
2023-10;regional;mensual;CCAA_ANDALUCIA;113.6
2023-11;regional;mensual;CCAA_ANDALUCIA;113.64
2023-12;regional;mensual;CCAA_ANDALUCIA;113.83
2024-01;regional;mensual;CCAA_ANDALUCIA;113.46
2024-02;regional;mensual;CCAA_ANDALUCIA;113.97
2024-03;regional;mensual;CCAA_ANDALUCIA;114.47
2024-04;regional;mensual;CCAA_ANDALUCIA;115.26
2024-05;regional;mensual;CCAA_ANDALUCIA;115.6
2024-06;regional;mensual;CCAA_ANDALUCIA;115.93
2024-07;regional;mensual;CCAA_ANDALUCIA;115.48
2024-08;regional;mensual;CCAA_ANDALUCIA;115.72
2002-01;regional;mensual;CCAA_PAIS_VASCO;72.51
2002-02;regional;mensual;CCAA_PAIS_VASCO;72.53
2002-03;regional;mensual;CCAA_PAIS_VASCO;73.23
2002-04;regional;mensual;CCAA_PAIS_VASCO;73.98
2002-05;regional;mensual;CCAA_PAIS_VASCO;74.17
2002-06;regional;mensual;CCAA_PAIS_VASCO;74.3
2002-07;regional;mensual;CCAA_PAIS_VASCO;73.73
2002-08;regional;mensual;CCAA_PAIS_VASCO;73.98
2002-09;regional;mensual;CCAA_PAIS_VASCO;74.31
2002-10;regional;mensual;CCAA_PAIS_VASCO;74.96
2002-11;regional;mensual;CCAA_PAIS_VASCO;75.11
2002-12;regional;mensual;CCAA_PAIS_VASCO;75.14
2003-01;regional;mensual;CCAA_PAIS_VASCO;74.78
2003-02;regional;mensual;CCAA_PAIS_VASCO;74.9
2003-03;regional;mensual;CCAA_PAIS_VASCO;75.41
2003-04;regional;mensual;CCAA_PAIS_VASCO;76.16
2003-05;regional;mensual;CCAA_PAIS_VASCO;76.17
2003-06;regional;mensual;CCAA_PAIS_VASCO;76.2
2003-07;regional;mensual;CCAA_PAIS_VASCO;75.52
2003-08;regional;mensual;CCAA_PAIS_VASCO;75.76
2003-09;regional;mensual;CCAA_PAIS_VASCO;75.96
2003-10;regional;mensual;CCAA_PAIS_VASCO;76.73
2003-11;regional;mensual;CCAA_PAIS_VASCO;76.96
2003-12;regional;mensual;CCAA_PAIS_VASCO;76.97
2004-01;regional;mensual;CCAA_PAIS_VASCO;76.46
2004-02;regional;mensual;CCAA_PAIS_VASCO;76.52
2004-03;regional;mensual;CCAA_PAIS_VASCO;77.06
2004-04;regional;mensual;CCAA_PAIS_VASCO;78.06
2004-05;regional;mensual;CCAA_PAIS_VASCO;78.21
2004-06;regional;mensual;CCAA_PAIS_VASCO;78.37
2004-07;regional;mensual;CCAA_PAIS_VASCO;77.64
2004-08;regional;mensual;CCAA_PAIS_VASCO;77.88
2004-09;regional;mensual;CCAA_PAIS_VASCO;78.25
2004-10;regional;mensual;CCAA_PAIS_VASCO;79.21
2004-11;regional;mensual;CCAA_PAIS_VASCO;79.28
2004-12;regional;mensual;CCAA_PAIS_VASCO;79.26
2005-01;regional;mensual;CCAA_PAIS_VASCO;78.51
2005-02;regional;mensual;CCAA_PAIS_VASCO;78.61
2005-03;regional;mensual;CCAA_PAIS_VASCO;79.3
2005-04;regional;mensual;CCAA_PAIS_VASCO;80.25
2005-05;regional;mensual;CCAA_PAIS_VASCO;80.34
2005-06;regional;mensual;CCAA_PAIS_VASCO;80.41
2005-07;regional;mensual;CCAA_PAIS_VASCO;79.54
2005-08;regional;mensual;CCAA_PAIS_VASCO;79.75
2005-09;regional;mensual;CCAA_PAIS_VASCO;80.18
2005-10;regional;mensual;CCAA_PAIS_VASCO;81.21
2005-11;regional;mensual;CCAA_PAIS_VASCO;81.48
2005-12;regional;mensual;CCAA_PAIS_VASCO;81.58
2006-01;regional;mensual;CCAA_PAIS_VASCO;80.85
2006-02;regional;mensual;CCAA_PAIS_VASCO;80.89
2006-03;regional;mensual;CCAA_PAIS_VASCO;81.68
2006-04;regional;mensual;CCAA_PAIS_VASCO;82.63
2006-05;regional;mensual;CCAA_PAIS_VASCO;82.7
2006-06;regional;mensual;CCAA_PAIS_VASCO;82.75
2006-07;regional;mensual;CCAA_PAIS_VASCO;82.03
2006-08;regional;mensual;CCAA_PAIS_VASCO;82.16
2006-09;regional;mensual;CCAA_PAIS_VASCO;82.46
2006-10;regional;mensual;CCAA_PAIS_VASCO;83.42
2006-11;regional;mensual;CCAA_PAIS_VASCO;83.55
2006-12;regional;mensual;CCAA_PAIS_VASCO;83.57
2007-01;regional;mensual;CCAA_PAIS_VASCO;83.05
2007-02;regional;mensual;CCAA_PAIS_VASCO;83.06
2007-03;regional;mensual;CCAA_PAIS_VASCO;83.68
2007-04;regional;mensual;CCAA_PAIS_VASCO;84.83
2007-05;regional;mensual;CCAA_PAIS_VASCO;84.93
2007-06;regional;mensual;CCAA_PAIS_VASCO;84.91
2007-07;regional;mensual;CCAA_PAIS_VASCO;84.05
2007-08;regional;mensual;CCAA_PAIS_VASCO;84.36
2007-09;regional;mensual;CCAA_PAIS_VASCO;84.72
2007-10;regional;mensual;CCAA_PAIS_VASCO;86.04
2007-11;regional;mensual;CCAA_PAIS_VASCO;86.44
2007-12;regional;mensual;CCAA_PAIS_VASCO;86.42
2008-01;regional;mensual;CCAA_PAIS_VASCO;85.57
2008-02;regional;mensual;CCAA_PAIS_VASCO;85.81
2008-03;regional;mensual;CCAA_PAIS_VASCO;86.62
2008-04;regional;mensual;CCAA_PAIS_VASCO;87.5
2008-05;regional;mensual;CCAA_PAIS_VASCO;87.66
2008-06;regional;mensual;CCAA_PAIS_VASCO;87.81
2008-07;regional;mensual;CCAA_PAIS_VASCO;87.02
2008-08;regional;mensual;CCAA_PAIS_VASCO;87.33
2008-09;regional;mensual;CCAA_PAIS_VASCO;87.6
2008-10;regional;mensual;CCAA_PAIS_VASCO;88.69
2008-11;regional;mensual;CCAA_PAIS_VASCO;88.88
2008-12;regional;mensual;CCAA_PAIS_VASCO;88.77
2009-01;regional;mensual;CCAA_PAIS_VASCO;87.52
2009-02;regional;mensual;CCAA_PAIS_VASCO;87.35
2009-03;regional;mensual;CCAA_PAIS_VASCO;87.86
2009-04;regional;mensual;CCAA_PAIS_VASCO;88.93
2009-05;regional;mensual;CCAA_PAIS_VASCO;88.72
2009-06;regional;mensual;CCAA_PAIS_VASCO;88.77
2009-07;regional;mensual;CCAA_PAIS_VASCO;87.84
2009-08;regional;mensual;CCAA_PAIS_VASCO;88.03
2009-09;regional;mensual;CCAA_PAIS_VASCO;88.05
2009-10;regional;mensual;CCAA_PAIS_VASCO;88.99
2009-11;regional;mensual;CCAA_PAIS_VASCO;89.29
2009-12;regional;mensual;CCAA_PAIS_VASCO;89.21
2010-01;regional;mensual;CCAA_PAIS_VASCO;87.64
2010-02;regional;mensual;CCAA_PAIS_VASCO;87.48
2010-03;regional;mensual;CCAA_PAIS_VASCO;88.1
2010-04;regional;mensual;CCAA_PAIS_VASCO;88.92
2010-05;regional;mensual;CCAA_PAIS_VASCO;89.09
2010-06;regional;mensual;CCAA_PAIS_VASCO;89.28
2010-07;regional;mensual;CCAA_PAIS_VASCO;88.67
2010-08;regional;mensual;CCAA_PAIS_VASCO;88.97
2010-09;regional;mensual;CCAA_PAIS_VASCO;89.13
2010-10;regional;mensual;CCAA_PAIS_VASCO;90.12
2010-11;regional;mensual;CCAA_PAIS_VASCO;90.51
2010-12;regional;mensual;CCAA_PAIS_VASCO;90.62
2011-01;regional;mensual;CCAA_PAIS_VASCO;89.18
2011-02;regional;mensual;CCAA_PAIS_VASCO;89.19
2011-03;regional;mensual;CCAA_PAIS_VASCO;89.78
2011-04;regional;mensual;CCAA_PAIS_VASCO;91.05
2011-05;regional;mensual;CCAA_PAIS_VASCO;91.08
2011-06;regional;mensual;CCAA_PAIS_VASCO;90.94
2011-07;regional;mensual;CCAA_PAIS_VASCO;90.18
2011-08;regional;mensual;CCAA_PAIS_VASCO;90.38
2011-09;regional;mensual;CCAA_PAIS_VASCO;90.65
2011-10;regional;mensual;CCAA_PAIS_VASCO;91.73
2011-11;regional;mensual;CCAA_PAIS_VASCO;92.07
2011-12;regional;mensual;CCAA_PAIS_VASCO;92.02
2012-01;regional;mensual;CCAA_PAIS_VASCO;90.39
2012-02;regional;mensual;CCAA_PAIS_VASCO;90.29
2012-03;regional;mensual;CCAA_PAIS_VASCO;90.86
2012-04;regional;mensual;CCAA_PAIS_VASCO;92.02
2012-05;regional;mensual;CCAA_PAIS_VASCO;92.09
2012-06;regional;mensual;CCAA_PAIS_VASCO;92.11
2012-07;regional;mensual;CCAA_PAIS_VASCO;91.31
2012-08;regional;mensual;CCAA_PAIS_VASCO;91.58
2012-09;regional;mensual;CCAA_PAIS_VASCO;92.46
2012-10;regional;mensual;CCAA_PAIS_VASCO;93.76
2012-11;regional;mensual;CCAA_PAIS_VASCO;93.99
2012-12;regional;mensual;CCAA_PAIS_VASCO;93.92
2013-01;regional;mensual;CCAA_PAIS_VASCO;92.22
2013-02;regional;mensual;CCAA_PAIS_VASCO;92.19
2013-03;regional;mensual;CCAA_PAIS_VASCO;92.95
