fechas;granularidad_espacial;granularidad_temporal;territorio;valor
2012-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.05
2012-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.0
2012-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.02
2012-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.3
2012-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.88
2012-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.29
2012-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.86
2012-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.84
2013-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.99
2013-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.02
2013-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.37
2013-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.35
2013-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.7
2013-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.65
2013-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.51
2013-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.79
2013-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.6
2013-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.34
2013-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.14
2013-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.93
2014-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.98
2014-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.99
2014-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.28
2014-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.44
2014-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.53
2014-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.53
2014-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.29
2014-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.54
2014-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.35
2014-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.16
2014-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.93
2014-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.82
2015-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.01
2015-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.98
2015-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.38
2015-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.61
2015-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.97
2015-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.03
2015-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.02
2015-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.19
2015-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.19
2015-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.0
2015-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.83
2015-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.62
2016-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;94.89
2016-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.02
2016-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.49
2016-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.38
2016-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.81
2016-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.88
2016-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.83
2016-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.34
2016-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.22
2016-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.12
2016-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.81
2016-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.69
2017-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;95.94
2017-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.02
2017-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.35
2017-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.69
2017-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.51
2017-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.75
2017-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.98
2017-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.34
2017-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.03
2017-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.7
2017-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.36
2017-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.34
2018-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.58
2018-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;96.8
2018-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.14
2018-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.06
2018-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.59
2018-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.69
2018-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.91
2018-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.14
2018-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.74
2018-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.47
2018-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.06
2018-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.02
2019-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.25
2019-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.4
2019-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;97.72
2019-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.82
2019-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.21
2019-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.36
2019-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.46
2019-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.58
2019-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.25
2019-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.99
2019-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.75
2019-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.66
2020-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.02
2020-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.18
2020-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.68
2020-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.93
2020-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.19
2020-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.06
2020-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.96
2020-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.1
2020-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.91
2020-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.63
2020-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.17
2020-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.95
2021-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.73
2021-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;98.56
2021-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.14
2021-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.13
2021-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.27
2021-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.35
2021-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.24
2021-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.63
2021-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;99.74
2021-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.81
2021-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;101.62
2021-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;101.78
2022-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;100.81
2022-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;101.38
2022-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;102.12
2022-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;104.39
2022-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;105.11
2022-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;105.73
2022-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;105.41
2022-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;105.94
2022-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;105.99
2022-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;107.03
2022-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;107.67
2022-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;108.71
2023-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;108.4
2023-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;109.06
2023-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;109.96
2023-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;111.05
2023-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;111.1
2023-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;111.56
2023-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;111.66
2023-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.3
2023-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;111.64
2023-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.06
2023-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.05
2023-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.56
2024-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.05
2024-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;112.63
2024-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;113.44
2024-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;114.17
2024-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;114.16
2024-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;115.02
2024-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;114.83
2024-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;115.37
2002-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;73.83
2002-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;73.9
2002-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;74.72
2002-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;75.61
2002-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.01
2002-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.25
2002-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.0
2002-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;75.77
2002-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.0
2002-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.26
2002-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;77.09
2002-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;77.19
2003-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.33
2003-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;76.5
2003-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;77.17
2003-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.18
2003-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.43
2003-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.61
2003-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.13
2003-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.1
2003-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.37
2003-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.41
2003-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;79.12
2003-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;79.34
2004-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.14
2004-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.34
2004-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;78.86
2004-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;79.95
2004-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.51
2004-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.8
2004-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.13
2004-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.39
2004-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.53
2004-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.99
2004-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;81.6
2004-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;81.67
2005-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.4
2005-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;80.6
2005-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;81.27
2005-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.18
2005-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.73
2005-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.86
2005-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.07
2005-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.21
2005-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.37
2005-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;83.04
2005-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;83.69
2005-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;83.86
2006-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.69
2006-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;82.81
2006-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;83.75
2006-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.63
2006-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.99
2006-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;85.16
2006-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.35
2006-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.34
2006-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.49
2006-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.94
2006-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;85.47
2006-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;85.52
2007-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.41
2007-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;84.67
2007-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;85.71
2007-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.44
2007-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.74
2007-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.85
2007-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.22
2007-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.14
2007-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.33
2007-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;87.36
2007-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.1
2007-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.28
2008-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;86.89
2008-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;87.26
2008-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;87.89
2008-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.77
2008-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.27
2008-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.44
2008-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.09
2008-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.84
2008-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.07
2008-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.69
2008-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.27
2008-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.24
2009-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.81
2009-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.36
2009-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.03
2009-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.95
2009-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.94
2009-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.95
2009-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.2
2009-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.91
2009-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.74
2009-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.44
2009-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.97
2009-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.09
2010-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.26
2010-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.12
2010-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;88.72
2010-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.46
2010-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.05
2010-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.25
2010-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.82
2010-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.88
2010-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.87
2010-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.27
2010-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.02
2010-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.38
2011-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.59
2011-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;89.63
2011-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.36
2011-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.51
2011-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.83
2011-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.79
2011-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.29
2011-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.24
2011-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.34
2011-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.0
2011-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.64
2011-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.87
2012-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;90.94
2012-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.09
2012-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;91.65
2012-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.73
2012-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.95
2012-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.11
2012-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.85
2012-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.68
2012-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.36
2012-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.34
2012-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.89
2012-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.9
2013-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.18
2013-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.03
2013-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.8
2013-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.4
2013-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.82
2013-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.77
2013-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.45
2013-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.81
2013-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.71
2013-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.19
2013-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.86
2013-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.92
2014-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.85
2014-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;92.85
2014-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.39
2014-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.35
2014-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.52
2014-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.63
2014-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.86
2014-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.64
2014-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.69
2014-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.27
2014-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.99
2014-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.89
2015-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.07
2015-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.03
2015-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;93.67
2015-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.64
2015-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.08
2015-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.23
2015-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.65
2015-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.33
2015-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.49
2015-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.08
2015-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.88
2015-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.85
2016-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.14
2016-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.21
2016-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;94.93
2016-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.44
2016-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.0
2016-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.97
2016-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.55
2016-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.56
2016-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.54
2016-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.05
2016-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.89
2016-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;97.0
2017-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.29
2017-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.21
2017-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.58
2017-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.64
2017-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.75
2017-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.94
2017-07;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.77
2017-08;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.45
2017-09;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.36
2017-10;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.78
2017-11;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;97.49
2017-12;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;97.49
2018-01;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;95.85
2018-02;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.06
2018-03;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;96.61
2018-04;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;97.23
2018-05;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;98.03
2018-06;regional;mensual;CCAA_COMUNIDAD_FORAL_NAVARRA;98.03
