TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades deportivas, recreativas y de entretenimiento;101
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de productos de caucho y plásticos;1
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;"Fabricación de muebles; otras industrias manufactureras";4
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Publicidad y estudios de mercado;22
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades asociativas;60
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de material y equipo eléctrico;1
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";17
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de organizaciones y organismos extraterritoriales;0
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Reparación e instalación de maquinaria y equipo;25
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Suministro de energía eléctrica, gas, vapor y aire acondicionado;4
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";130
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de alquiler;57
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Otros servicios personales;219
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Pesca y acuicultura;41
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;Transporte marítimo y por vías navegables interiores;11
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";8
11/2020;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";40
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de vehículos de motor, remolques y semirremolques;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Almacenamiento y actividades anexas al transporte;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Servicios;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, silvicultura y pesca;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Administración pública y defensa; seguridad social obligatoria";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Captación, depuración y distribución de agua;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Servicios financieros, excepto seguros y fondos de pensiones;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industria;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades auxiliares a los servicios financieros y a los seguros;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Silvicultura y explotación forestal;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industria del papel;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otros productos minerales no metálicos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades relacionadas con el empleo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades sanitarias;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industria de la alimentación, bebidas y tabaco;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de maquinaria y equipo n.c.o.p.;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por menor, excepto de vehículos de motor y motocicletas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Reparación de ordenadores, efectos personales y artículos de uso doméstico;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Transporte aéreo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Telecomunicaciones;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otro material de transporte;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Edición;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Investigación y desarrollo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Coquerías y refino de petróleo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, caza y servicios relacionados con las mismas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades postales y de correos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades inmobiliarias;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Transporte terrestre y por tubería;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industrias extractivas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos farmacéuticos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Industria química;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos metálicos, excepto maquinaria y equipo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Hostelería;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Artes gráficas y reproducción de soportes grabados;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de servicios sociales;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos informáticos, electrónicos y ópticos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Total;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Educación;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Venta y reparación de vehículos de motor y motocicletas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades deportivas, recreativas y de entretenimiento;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos de caucho y plásticos;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Fabricación de muebles; otras industrias manufactureras";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Publicidad y estudios de mercado;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades asociativas;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de material y equipo eléctrico;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de organizaciones y organismos extraterritoriales;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Reparación e instalación de maquinaria y equipo;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Suministro de energía eléctrica, gas, vapor y aire acondicionado;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de alquiler;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Otros servicios personales;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Pesca y acuicultura;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;Transporte marítimo y por vías navegables interiores;
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";
11/2020;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de vehículos de motor, remolques y semirremolques;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Almacenamiento y actividades anexas al transporte;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios;3
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, silvicultura y pesca;1
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Administración pública y defensa; seguridad social obligatoria";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Captación, depuración y distribución de agua;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios financieros, excepto seguros y fondos de pensiones;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades auxiliares a los servicios financieros y a los seguros;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Silvicultura y explotación forestal;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria del papel;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otros productos minerales no metálicos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades relacionadas con el empleo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades sanitarias;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria de la alimentación, bebidas y tabaco;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de maquinaria y equipo n.c.o.p.;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por menor, excepto de vehículos de motor y motocicletas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Reparación de ordenadores, efectos personales y artículos de uso doméstico;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte aéreo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Telecomunicaciones;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otro material de transporte;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Edición;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Investigación y desarrollo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Coquerías y refino de petróleo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, caza y servicios relacionados con las mismas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades postales y de correos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades inmobiliarias;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte terrestre y por tubería;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industrias extractivas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos farmacéuticos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Construcción;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria química;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Construcción;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos metálicos, excepto maquinaria y equipo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Hostelería;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Artes gráficas y reproducción de soportes grabados;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de servicios sociales;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos informáticos, electrónicos y ópticos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Total;4
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Educación;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Venta y reparación de vehículos de motor y motocicletas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades deportivas, recreativas y de entretenimiento;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos de caucho y plásticos;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Fabricación de muebles; otras industrias manufactureras";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Publicidad y estudios de mercado;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades asociativas;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de material y equipo eléctrico;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de organizaciones y organismos extraterritoriales;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Reparación e instalación de maquinaria y equipo;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Suministro de energía eléctrica, gas, vapor y aire acondicionado;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de alquiler;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Otros servicios personales;0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Pesca y acuicultura;1
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte marítimo y por vías navegables interiores;3
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";0
11/2020;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";0
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";229
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de vehículos de motor, remolques y semirremolques;6
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Almacenamiento y actividades anexas al transporte;311
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Servicios;19081
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Agricultura, ganadería, silvicultura y pesca;782
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Administración pública y defensa; seguridad social obligatoria";0
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";543
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Captación, depuración y distribución de agua;89
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Servicios financieros, excepto seguros y fondos de pensiones;54
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria;1240
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades auxiliares a los servicios financieros y a los seguros;214
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Silvicultura y explotación forestal;4
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria del papel;10
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";81
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de otros productos minerales no metálicos;51
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades relacionadas con el empleo;39
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades sanitarias;745
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria de la alimentación, bebidas y tabaco;248
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de maquinaria y equipo n.c.o.p.;22
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Comercio al por menor, excepto de vehículos de motor y motocicletas;3300
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";9
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;110
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Reparación de ordenadores, efectos personales y artículos de uso doméstico;104
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte aéreo;17
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Telecomunicaciones;48
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";41
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de otro material de transporte;29
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Edición;36
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;36
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Investigación y desarrollo;31
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;1589
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Coquerías y refino de petróleo;2
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Agricultura, ganadería, caza y servicios relacionados con las mismas;708
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades postales y de correos;30
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades inmobiliarias;649
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte terrestre y por tubería;1444
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industrias extractivas;7
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos farmacéuticos;25
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Construcción;2085
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;56
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria química;26
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Construcción;2085
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos metálicos, excepto maquinaria y equipo;175
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";957
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Hostelería;3424
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Artes gráficas y reproducción de soportes grabados;92
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de servicios sociales;153
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";266
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos informáticos, electrónicos y ópticos;7
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Total;23188
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Educación;525
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Venta y reparación de vehículos de motor y motocicletas;775
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades deportivas, recreativas y de entretenimiento;366
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos de caucho y plásticos;21
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Fabricación de muebles; otras industrias manufactureras";95
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Publicidad y estudios de mercado;138
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades asociativas;369
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de material y equipo eléctrico;11
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";212
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de organizaciones y organismos extraterritoriales;16
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Reparación e instalación de maquinaria y equipo;164
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Suministro de energía eléctrica, gas, vapor y aire acondicionado;27
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";763
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de alquiler;203
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Otros servicios personales;1046
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Pesca y acuicultura;70
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte marítimo y por vías navegables interiores;51
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";47
11/2020;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";187
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";26
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de vehículos de motor, remolques y semirremolques;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Almacenamiento y actividades anexas al transporte;17
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Servicios;2619
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Agricultura, ganadería, silvicultura y pesca;87
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Administración pública y defensa; seguridad social obligatoria";0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";21
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Captación, depuración y distribución de agua;8
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Servicios financieros, excepto seguros y fondos de pensiones;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria;113
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades auxiliares a los servicios financieros y a los seguros;17
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Silvicultura y explotación forestal;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria del papel;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";10
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de otros productos minerales no metálicos;7
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades relacionadas con el empleo;2
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades sanitarias;58
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria de la alimentación, bebidas y tabaco;22
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de maquinaria y equipo n.c.o.p.;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Comercio al por menor, excepto de vehículos de motor y motocicletas;516
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;16
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Reparación de ordenadores, efectos personales y artículos de uso doméstico;14
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte aéreo;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Telecomunicaciones;9
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";6
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de otro material de transporte;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Edición;4
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Investigación y desarrollo;4
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;73
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Coquerías y refino de petróleo;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Agricultura, ganadería, caza y servicios relacionados con las mismas;61
