TIME_PERIOD;SEXO;EDAD;MEDIDAS;TERRITORIO;OBSERVACIONES
2018;Mujeres;De 55 a 64 años;Defunciones;El Hierro;0
2018;Mujeres;De 55 a 64 años;Defunciones;Canarias;579
2018;Mujeres;De 45 a 54 años;Defunciones;Tenerife;125
2018;Mujeres;De 45 a 54 años;Defunciones;Lanzarote;14
2018;Mujeres;De 45 a 54 años;Defunciones;La Palma;16
2018;Mujeres;De 45 a 54 años;Defunciones;La Gomera;3
2018;Mujeres;De 45 a 54 años;Defunciones;Gran Canaria;138
2018;Mujeres;De 45 a 54 años;Defunciones;Fuerteventura;16
2018;Mujeres;De 45 a 54 años;Defunciones;El Hierro;2
2018;Mujeres;De 45 a 54 años;Defunciones;Canarias;314
2018;Mujeres;De 35 a 44 años;Defunciones;Tenerife;41
2018;Mujeres;De 35 a 44 años;Defunciones;Lanzarote;7
2018;Mujeres;De 35 a 44 años;Defunciones;La Palma;2
2018;Mujeres;De 35 a 44 años;Defunciones;La Gomera;1
2018;Mujeres;De 35 a 44 años;Defunciones;Gran Canaria;32
2018;Mujeres;De 35 a 44 años;Defunciones;Fuerteventura;5
2018;Mujeres;De 35 a 44 años;Defunciones;El Hierro;0
2018;Mujeres;De 35 a 44 años;Defunciones;Canarias;88
2018;Mujeres;De 25 a 34 años;Defunciones;Tenerife;16
2018;Mujeres;De 25 a 34 años;Defunciones;Lanzarote;2
2018;Mujeres;De 25 a 34 años;Defunciones;La Palma;0
2018;Mujeres;De 25 a 34 años;Defunciones;La Gomera;0
2018;Mujeres;De 25 a 34 años;Defunciones;Gran Canaria;12
2018;Mujeres;De 25 a 34 años;Defunciones;Fuerteventura;4
2018;Mujeres;De 25 a 34 años;Defunciones;El Hierro;0
2018;Mujeres;De 25 a 34 años;Defunciones;Canarias;34
2018;Mujeres;De 1 a 4 años;Defunciones;Tenerife;4
2018;Mujeres;De 1 a 4 años;Defunciones;Lanzarote;0
2018;Mujeres;De 1 a 4 años;Defunciones;La Palma;0
2018;Mujeres;De 1 a 4 años;Defunciones;La Gomera;0
2018;Mujeres;De 1 a 4 años;Defunciones;Gran Canaria;0
2018;Mujeres;De 1 a 4 años;Defunciones;Fuerteventura;0
2018;Mujeres;De 1 a 4 años;Defunciones;El Hierro;0
2018;Mujeres;De 1 a 4 años;Defunciones;Canarias;4
2018;Mujeres;De 15 a 24 años;Defunciones;Tenerife;5
2018;Mujeres;De 15 a 24 años;Defunciones;Lanzarote;1
2018;Mujeres;De 15 a 24 años;Defunciones;La Palma;1
2018;Mujeres;De 15 a 24 años;Defunciones;La Gomera;0
2018;Mujeres;De 15 a 24 años;Defunciones;Gran Canaria;6
2018;Mujeres;De 15 a 24 años;Defunciones;Fuerteventura;2
2018;Mujeres;De 15 a 24 años;Defunciones;El Hierro;0
2018;Mujeres;De 15 a 24 años;Defunciones;Canarias;15
2018;Mujeres;Total;Defunciones;Tenerife;3335
2018;Mujeres;Total;Defunciones;Lanzarote;329
2018;Mujeres;Total;Defunciones;La Palma;437
2018;Mujeres;Total;Defunciones;La Gomera;111
2018;Mujeres;Total;Defunciones;Gran Canaria;3164
2018;Mujeres;Total;Defunciones;Fuerteventura;186
2018;Mujeres;Total;Defunciones;El Hierro;41
2018;Mujeres;Total;Defunciones;Canarias;7603
2018;Mujeres;Menos de 7 días;Defunciones;Tenerife;10
2018;Mujeres;Menos de 7 días;Defunciones;Lanzarote;1
2018;Mujeres;Menos de 7 días;Defunciones;La Palma;0
2018;Mujeres;Menos de 7 días;Defunciones;La Gomera;0
2018;Mujeres;Menos de 7 días;Defunciones;Gran Canaria;7
2018;Mujeres;Menos de 7 días;Defunciones;Fuerteventura;1
2018;Mujeres;Menos de 7 días;Defunciones;El Hierro;0
2018;Mujeres;Menos de 7 días;Defunciones;Canarias;19
2018;Mujeres;De 7 a 27 días;Defunciones;Tenerife;1
2018;Mujeres;De 7 a 27 días;Defunciones;Lanzarote;1
2018;Mujeres;De 7 a 27 días;Defunciones;La Palma;0
2018;Mujeres;De 7 a 27 días;Defunciones;La Gomera;0
2018;Mujeres;De 7 a 27 días;Defunciones;Gran Canaria;1
2018;Mujeres;De 7 a 27 días;Defunciones;Fuerteventura;0
2018;Mujeres;De 7 a 27 días;Defunciones;El Hierro;0
2018;Mujeres;De 7 a 27 días;Defunciones;Canarias;3
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;Tenerife;4
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;Lanzarote;0
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;La Palma;1
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;1
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;0
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2018;Mujeres;De 28 días a menos de 1 año;Defunciones;Canarias;6
2019;Total;Menor de 1 año;Defunciones;Tenerife;22
2019;Total;Menor de 1 año;Defunciones;Lanzarote;0
2019;Total;Menor de 1 año;Defunciones;La Palma;1
2019;Total;Menor de 1 año;Defunciones;La Gomera;0
2019;Total;Menor de 1 año;Defunciones;Gran Canaria;14
2019;Total;Menor de 1 año;Defunciones;Fuerteventura;1
2019;Total;Menor de 1 año;Defunciones;El Hierro;0
2019;Total;Menor de 1 año;Defunciones;Canarias;38
2019;Total;95 años o más;Defunciones;Tenerife;346
2019;Total;95 años o más;Defunciones;Lanzarote;35
2019;Total;95 años o más;Defunciones;La Palma;52
2019;Total;95 años o más;Defunciones;La Gomera;17
2019;Total;95 años o más;Defunciones;Gran Canaria;304
2019;Total;95 años o más;Defunciones;Fuerteventura;24
2019;Total;95 años o más;Defunciones;El Hierro;11
2019;Total;95 años o más;Defunciones;Canarias;789
2019;Total;De 85 a 94 años;Defunciones;Tenerife;2062
2019;Total;De 85 a 94 años;Defunciones;Lanzarote;185
2019;Total;De 85 a 94 años;Defunciones;La Palma;263
2019;Total;De 85 a 94 años;Defunciones;La Gomera;74
2019;Total;De 85 a 94 años;Defunciones;Gran Canaria;2006
2019;Total;De 85 a 94 años;Defunciones;Fuerteventura;100
2019;Total;De 85 a 94 años;Defunciones;El Hierro;39
2019;Total;De 85 a 94 años;Defunciones;Canarias;4729
2019;Total;De 75 a 84 años;Defunciones;Tenerife;1858
2019;Total;De 75 a 84 años;Defunciones;Lanzarote;203
2019;Total;De 75 a 84 años;Defunciones;La Palma;235
2019;Total;De 75 a 84 años;Defunciones;La Gomera;47
2019;Total;De 75 a 84 años;Defunciones;Gran Canaria;1889
2019;Total;De 75 a 84 años;Defunciones;Fuerteventura;109
2019;Total;De 75 a 84 años;Defunciones;El Hierro;25
2019;Total;De 75 a 84 años;Defunciones;Canarias;4366
2019;Total;De 65 a 74 años;Defunciones;Tenerife;1212
2019;Total;De 65 a 74 años;Defunciones;Lanzarote;142
2019;Total;De 65 a 74 años;Defunciones;La Palma;125
2019;Total;De 65 a 74 años;Defunciones;La Gomera;27
2019;Total;De 65 a 74 años;Defunciones;Gran Canaria;1110
2019;Total;De 65 a 74 años;Defunciones;Fuerteventura;101
2019;Total;De 65 a 74 años;Defunciones;El Hierro;15
2019;Total;De 65 a 74 años;Defunciones;Canarias;2732
2019;Total;De 5 a 14 años;Defunciones;Tenerife;8
2019;Total;De 5 a 14 años;Defunciones;Lanzarote;3
2019;Total;De 5 a 14 años;Defunciones;La Palma;1
2019;Total;De 5 a 14 años;Defunciones;La Gomera;0
2019;Total;De 5 a 14 años;Defunciones;Gran Canaria;12
2019;Total;De 5 a 14 años;Defunciones;Fuerteventura;2
2019;Total;De 5 a 14 años;Defunciones;El Hierro;0
2019;Total;De 5 a 14 años;Defunciones;Canarias;26
2019;Total;De 55 a 64 años;Defunciones;Tenerife;778
2019;Total;De 55 a 64 años;Defunciones;Lanzarote;110
2019;Total;De 55 a 64 años;Defunciones;La Palma;70
2019;Total;De 55 a 64 años;Defunciones;La Gomera;21
2019;Total;De 55 a 64 años;Defunciones;Gran Canaria;737
2019;Total;De 55 a 64 años;Defunciones;Fuerteventura;70
2019;Total;De 55 a 64 años;Defunciones;El Hierro;8
2019;Total;De 55 a 64 años;Defunciones;Canarias;1794
2019;Total;De 45 a 54 años;Defunciones;Tenerife;358
2019;Total;De 45 a 54 años;Defunciones;Lanzarote;66
2019;Total;De 45 a 54 años;Defunciones;La Palma;27
2019;Total;De 45 a 54 años;Defunciones;La Gomera;7
2019;Total;De 45 a 54 años;Defunciones;Gran Canaria;350
2019;Total;De 45 a 54 años;Defunciones;Fuerteventura;43
2019;Total;De 45 a 54 años;Defunciones;El Hierro;0
2019;Total;De 45 a 54 años;Defunciones;Canarias;851
2019;Total;De 35 a 44 años;Defunciones;Tenerife;121
2019;Total;De 35 a 44 años;Defunciones;Lanzarote;19
2019;Total;De 35 a 44 años;Defunciones;La Palma;13
2019;Total;De 35 a 44 años;Defunciones;La Gomera;0
2019;Total;De 35 a 44 años;Defunciones;Gran Canaria;112
2019;Total;De 35 a 44 años;Defunciones;Fuerteventura;11
2019;Total;De 35 a 44 años;Defunciones;El Hierro;1
2019;Total;De 35 a 44 años;Defunciones;Canarias;277
2019;Total;De 25 a 34 años;Defunciones;Tenerife;32
2019;Total;De 25 a 34 años;Defunciones;Lanzarote;9
2019;Total;De 25 a 34 años;Defunciones;La Palma;3
2019;Total;De 25 a 34 años;Defunciones;La Gomera;2
2019;Total;De 25 a 34 años;Defunciones;Gran Canaria;37
2019;Total;De 25 a 34 años;Defunciones;Fuerteventura;3
2019;Total;De 25 a 34 años;Defunciones;El Hierro;1
2019;Total;De 25 a 34 años;Defunciones;Canarias;87
2019;Total;De 1 a 4 años;Defunciones;Tenerife;2
2019;Total;De 1 a 4 años;Defunciones;Lanzarote;5
2019;Total;De 1 a 4 años;Defunciones;La Palma;0
2019;Total;De 1 a 4 años;Defunciones;La Gomera;0
2019;Total;De 1 a 4 años;Defunciones;Gran Canaria;0
2019;Total;De 1 a 4 años;Defunciones;Fuerteventura;0
2019;Total;De 1 a 4 años;Defunciones;El Hierro;0
2019;Total;De 1 a 4 años;Defunciones;Canarias;7
2019;Total;De 15 a 24 años;Defunciones;Tenerife;22
2019;Total;De 15 a 24 años;Defunciones;Lanzarote;8
2019;Total;De 15 a 24 años;Defunciones;La Palma;3
2019;Total;De 15 a 24 años;Defunciones;La Gomera;0
2019;Total;De 15 a 24 años;Defunciones;Gran Canaria;20
2019;Total;De 15 a 24 años;Defunciones;Fuerteventura;7
2019;Total;De 15 a 24 años;Defunciones;El Hierro;0
2019;Total;De 15 a 24 años;Defunciones;Canarias;60
2019;Total;Total;Defunciones;Tenerife;6821
2019;Total;Total;Defunciones;Lanzarote;785
2019;Total;Total;Defunciones;La Palma;793
2019;Total;Total;Defunciones;La Gomera;195
2019;Total;Total;Defunciones;Gran Canaria;6591
2019;Total;Total;Defunciones;Fuerteventura;471
2019;Total;Total;Defunciones;El Hierro;100
2019;Total;Total;Defunciones;Canarias;15756
2019;Total;Menos de 7 días;Defunciones;Tenerife;11
2019;Total;Menos de 7 días;Defunciones;Lanzarote;0
2019;Total;Menos de 7 días;Defunciones;La Palma;1
2019;Total;Menos de 7 días;Defunciones;La Gomera;0
2019;Total;Menos de 7 días;Defunciones;Gran Canaria;6
2019;Total;Menos de 7 días;Defunciones;Fuerteventura;0
2019;Total;Menos de 7 días;Defunciones;El Hierro;0
2019;Total;Menos de 7 días;Defunciones;Canarias;18
2019;Total;De 7 a 27 días;Defunciones;Tenerife;5
2019;Total;De 7 a 27 días;Defunciones;Lanzarote;0
2019;Total;De 7 a 27 días;Defunciones;La Palma;0
2019;Total;De 7 a 27 días;Defunciones;La Gomera;0
2019;Total;De 7 a 27 días;Defunciones;Gran Canaria;5
2019;Total;De 7 a 27 días;Defunciones;Fuerteventura;0
2019;Total;De 7 a 27 días;Defunciones;El Hierro;0
2019;Total;De 7 a 27 días;Defunciones;Canarias;10
2019;Total;De 28 días a menos de 1 año;Defunciones;Tenerife;6
2019;Total;De 28 días a menos de 1 año;Defunciones;Lanzarote;0
2019;Total;De 28 días a menos de 1 año;Defunciones;La Palma;0
2019;Total;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2019;Total;De 28 días a menos de 1 año;Defunciones;Gran Canaria;3
2019;Total;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2019;Total;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2019;Total;De 28 días a menos de 1 año;Defunciones;Canarias;10
2019;Hombres;Menor de 1 año;Defunciones;Tenerife;9
2019;Hombres;Menor de 1 año;Defunciones;Lanzarote;0
2019;Hombres;Menor de 1 año;Defunciones;La Palma;1
2019;Hombres;Menor de 1 año;Defunciones;La Gomera;0
2019;Hombres;Menor de 1 año;Defunciones;Gran Canaria;9
2019;Hombres;Menor de 1 año;Defunciones;Fuerteventura;0
2019;Hombres;Menor de 1 año;Defunciones;El Hierro;0
2019;Hombres;Menor de 1 año;Defunciones;Canarias;19
2019;Hombres;95 años o más;Defunciones;Tenerife;87
2019;Hombres;95 años o más;Defunciones;Lanzarote;9
2019;Hombres;95 años o más;Defunciones;La Palma;15
2019;Hombres;95 años o más;Defunciones;La Gomera;4
2019;Hombres;95 años o más;Defunciones;Gran Canaria;72
2019;Hombres;95 años o más;Defunciones;Fuerteventura;11
2019;Hombres;95 años o más;Defunciones;El Hierro;4
2019;Hombres;95 años o más;Defunciones;Canarias;202
2019;Hombres;De 85 a 94 años;Defunciones;Tenerife;822
2019;Hombres;De 85 a 94 años;Defunciones;Lanzarote;87
2019;Hombres;De 85 a 94 años;Defunciones;La Palma;95
2019;Hombres;De 85 a 94 años;Defunciones;La Gomera;33
2019;Hombres;De 85 a 94 años;Defunciones;Gran Canaria;830
2019;Hombres;De 85 a 94 años;Defunciones;Fuerteventura;39
2019;Hombres;De 85 a 94 años;Defunciones;El Hierro;18
2019;Hombres;De 85 a 94 años;Defunciones;Canarias;1924
2019;Hombres;De 75 a 84 años;Defunciones;Tenerife;1025
2019;Hombres;De 75 a 84 años;Defunciones;Lanzarote;111
2019;Hombres;De 75 a 84 años;Defunciones;La Palma;139
2019;Hombres;De 75 a 84 años;Defunciones;La Gomera;28
2019;Hombres;De 75 a 84 años;Defunciones;Gran Canaria;1048
2019;Hombres;De 75 a 84 años;Defunciones;Fuerteventura;66
2019;Hombres;De 75 a 84 años;Defunciones;El Hierro;15
2019;Hombres;De 75 a 84 años;Defunciones;Canarias;2432
2019;Hombres;De 65 a 74 años;Defunciones;Tenerife;786
2019;Hombres;De 65 a 74 años;Defunciones;Lanzarote;100
2019;Hombres;De 65 a 74 años;Defunciones;La Palma;88
2019;Hombres;De 65 a 74 años;Defunciones;La Gomera;19
2019;Hombres;De 65 a 74 años;Defunciones;Gran Canaria;697
2019;Hombres;De 65 a 74 años;Defunciones;Fuerteventura;77
2019;Hombres;De 65 a 74 años;Defunciones;El Hierro;9
2019;Hombres;De 65 a 74 años;Defunciones;Canarias;1776
2019;Hombres;De 5 a 14 años;Defunciones;Tenerife;5
2019;Hombres;De 5 a 14 años;Defunciones;Lanzarote;1
2019;Hombres;De 5 a 14 años;Defunciones;La Palma;1
2019;Hombres;De 5 a 14 años;Defunciones;La Gomera;0
2019;Hombres;De 5 a 14 años;Defunciones;Gran Canaria;7
2019;Hombres;De 5 a 14 años;Defunciones;Fuerteventura;1
2019;Hombres;De 5 a 14 años;Defunciones;El Hierro;0
2019;Hombres;De 5 a 14 años;Defunciones;Canarias;15
2019;Hombres;De 55 a 64 años;Defunciones;Tenerife;512
2019;Hombres;De 55 a 64 años;Defunciones;Lanzarote;78
2019;Hombres;De 55 a 64 años;Defunciones;La Palma;53
2019;Hombres;De 55 a 64 años;Defunciones;La Gomera;16
2019;Hombres;De 55 a 64 años;Defunciones;Gran Canaria;483
2019;Hombres;De 55 a 64 años;Defunciones;Fuerteventura;53
2019;Hombres;De 55 a 64 años;Defunciones;El Hierro;7
2019;Hombres;De 55 a 64 años;Defunciones;Canarias;1202
2019;Hombres;De 45 a 54 años;Defunciones;Tenerife;221
2019;Hombres;De 45 a 54 años;Defunciones;Lanzarote;49
2019;Hombres;De 45 a 54 años;Defunciones;La Palma;18
2019;Hombres;De 45 a 54 años;Defunciones;La Gomera;2
2019;Hombres;De 45 a 54 años;Defunciones;Gran Canaria;248
2019;Hombres;De 45 a 54 años;Defunciones;Fuerteventura;32
2019;Hombres;De 45 a 54 años;Defunciones;El Hierro;0
2019;Hombres;De 45 a 54 años;Defunciones;Canarias;570
2019;Hombres;De 35 a 44 años;Defunciones;Tenerife;84
2019;Hombres;De 35 a 44 años;Defunciones;Lanzarote;13
2019;Hombres;De 35 a 44 años;Defunciones;La Palma;7
2019;Hombres;De 35 a 44 años;Defunciones;La Gomera;0
2019;Hombres;De 35 a 44 años;Defunciones;Gran Canaria;71
2019;Hombres;De 35 a 44 años;Defunciones;Fuerteventura;9
2019;Hombres;De 35 a 44 años;Defunciones;El Hierro;1
2019;Hombres;De 35 a 44 años;Defunciones;Canarias;185
2019;Hombres;De 25 a 34 años;Defunciones;Tenerife;19
2019;Hombres;De 25 a 34 años;Defunciones;Lanzarote;5
2019;Hombres;De 25 a 34 años;Defunciones;La Palma;3
2019;Hombres;De 25 a 34 años;Defunciones;La Gomera;2
2019;Hombres;De 25 a 34 años;Defunciones;Gran Canaria;24
2019;Hombres;De 25 a 34 años;Defunciones;Fuerteventura;2
2019;Hombres;De 25 a 34 años;Defunciones;El Hierro;1
2019;Hombres;De 25 a 34 años;Defunciones;Canarias;56
2019;Hombres;De 1 a 4 años;Defunciones;Tenerife;1
2019;Hombres;De 1 a 4 años;Defunciones;Lanzarote;2
2019;Hombres;De 1 a 4 años;Defunciones;La Palma;0
2019;Hombres;De 1 a 4 años;Defunciones;La Gomera;0
2019;Hombres;De 1 a 4 años;Defunciones;Gran Canaria;0
2019;Hombres;De 1 a 4 años;Defunciones;Fuerteventura;0
2019;Hombres;De 1 a 4 años;Defunciones;El Hierro;0
2019;Hombres;De 1 a 4 años;Defunciones;Canarias;3
2019;Hombres;De 15 a 24 años;Defunciones;Tenerife;14
2019;Hombres;De 15 a 24 años;Defunciones;Lanzarote;7
2019;Hombres;De 15 a 24 años;Defunciones;La Palma;2
2019;Hombres;De 15 a 24 años;Defunciones;La Gomera;0
2019;Hombres;De 15 a 24 años;Defunciones;Gran Canaria;17
2019;Hombres;De 15 a 24 años;Defunciones;Fuerteventura;5
2019;Hombres;De 15 a 24 años;Defunciones;El Hierro;0
2019;Hombres;De 15 a 24 años;Defunciones;Canarias;45
2019;Hombres;Total;Defunciones;Tenerife;3585
2019;Hombres;Total;Defunciones;Lanzarote;462
2019;Hombres;Total;Defunciones;La Palma;422
2019;Hombres;Total;Defunciones;La Gomera;104
2019;Hombres;Total;Defunciones;Gran Canaria;3506
2019;Hombres;Total;Defunciones;Fuerteventura;295
2019;Hombres;Total;Defunciones;El Hierro;55
2019;Hombres;Total;Defunciones;Canarias;8429
2019;Hombres;Menos de 7 días;Defunciones;Tenerife;3
2019;Hombres;Menos de 7 días;Defunciones;Lanzarote;0
2019;Hombres;Menos de 7 días;Defunciones;La Palma;1
2019;Hombres;Menos de 7 días;Defunciones;La Gomera;0
2019;Hombres;Menos de 7 días;Defunciones;Gran Canaria;4
2019;Hombres;Menos de 7 días;Defunciones;Fuerteventura;0
2019;Hombres;Menos de 7 días;Defunciones;El Hierro;0
2019;Hombres;Menos de 7 días;Defunciones;Canarias;8
2019;Hombres;De 7 a 27 días;Defunciones;Tenerife;2
2019;Hombres;De 7 a 27 días;Defunciones;Lanzarote;0
2019;Hombres;De 7 a 27 días;Defunciones;La Palma;0
2019;Hombres;De 7 a 27 días;Defunciones;La Gomera;0
2019;Hombres;De 7 a 27 días;Defunciones;Gran Canaria;4
2019;Hombres;De 7 a 27 días;Defunciones;Fuerteventura;0
2019;Hombres;De 7 a 27 días;Defunciones;El Hierro;0
2019;Hombres;De 7 a 27 días;Defunciones;Canarias;6
2019;Hombres;De 28 días a menos de 1 año;Defunciones;Tenerife;4
2019;Hombres;De 28 días a menos de 1 año;Defunciones;Lanzarote;0
2019;Hombres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2019;Hombres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2019;Hombres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;1
2019;Hombres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;0
2019;Hombres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2019;Hombres;De 28 días a menos de 1 año;Defunciones;Canarias;5
2019;Mujeres;Menor de 1 año;Defunciones;Tenerife;13
2019;Mujeres;Menor de 1 año;Defunciones;Lanzarote;0
2019;Mujeres;Menor de 1 año;Defunciones;La Palma;0
2019;Mujeres;Menor de 1 año;Defunciones;La Gomera;0
2019;Mujeres;Menor de 1 año;Defunciones;Gran Canaria;5
2019;Mujeres;Menor de 1 año;Defunciones;Fuerteventura;1
2019;Mujeres;Menor de 1 año;Defunciones;El Hierro;0
2019;Mujeres;Menor de 1 año;Defunciones;Canarias;19
2019;Mujeres;95 años o más;Defunciones;Tenerife;259
2019;Mujeres;95 años o más;Defunciones;Lanzarote;26
2019;Mujeres;95 años o más;Defunciones;La Palma;37
2019;Mujeres;95 años o más;Defunciones;La Gomera;13
2019;Mujeres;95 años o más;Defunciones;Gran Canaria;232
2019;Mujeres;95 años o más;Defunciones;Fuerteventura;13
2019;Mujeres;95 años o más;Defunciones;El Hierro;7
2019;Mujeres;95 años o más;Defunciones;Canarias;587
2019;Mujeres;De 85 a 94 años;Defunciones;Tenerife;1240
2019;Mujeres;De 85 a 94 años;Defunciones;Lanzarote;98
2019;Mujeres;De 85 a 94 años;Defunciones;La Palma;168
2019;Mujeres;De 85 a 94 años;Defunciones;La Gomera;41
2019;Mujeres;De 85 a 94 años;Defunciones;Gran Canaria;1176
2019;Mujeres;De 85 a 94 años;Defunciones;Fuerteventura;61
2019;Mujeres;De 85 a 94 años;Defunciones;El Hierro;21
2019;Mujeres;De 85 a 94 años;Defunciones;Canarias;2805
2019;Mujeres;De 75 a 84 años;Defunciones;Tenerife;833
2019;Mujeres;De 75 a 84 años;Defunciones;Lanzarote;92
2019;Mujeres;De 75 a 84 años;Defunciones;La Palma;96
2019;Mujeres;De 75 a 84 años;Defunciones;La Gomera;19
2019;Mujeres;De 75 a 84 años;Defunciones;Gran Canaria;841
2019;Mujeres;De 75 a 84 años;Defunciones;Fuerteventura;43
2019;Mujeres;De 75 a 84 años;Defunciones;El Hierro;10
2019;Mujeres;De 75 a 84 años;Defunciones;Canarias;1934
2019;Mujeres;De 65 a 74 años;Defunciones;Tenerife;426
2019;Mujeres;De 65 a 74 años;Defunciones;Lanzarote;42
2019;Mujeres;De 65 a 74 años;Defunciones;La Palma;37
2019;Mujeres;De 65 a 74 años;Defunciones;La Gomera;8
2019;Mujeres;De 65 a 74 años;Defunciones;Gran Canaria;413
2019;Mujeres;De 65 a 74 años;Defunciones;Fuerteventura;24
2019;Mujeres;De 65 a 74 años;Defunciones;El Hierro;6
2019;Mujeres;De 65 a 74 años;Defunciones;Canarias;956
2019;Mujeres;De 5 a 14 años;Defunciones;Tenerife;3
2019;Mujeres;De 5 a 14 años;Defunciones;Lanzarote;2
2019;Mujeres;De 5 a 14 años;Defunciones;La Palma;0
2019;Mujeres;De 5 a 14 años;Defunciones;La Gomera;0
2019;Mujeres;De 5 a 14 años;Defunciones;Gran Canaria;5
2019;Mujeres;De 5 a 14 años;Defunciones;Fuerteventura;1
2019;Mujeres;De 5 a 14 años;Defunciones;El Hierro;0
2019;Mujeres;De 5 a 14 años;Defunciones;Canarias;11
2019;Mujeres;De 55 a 64 años;Defunciones;Tenerife;266
2019;Mujeres;De 55 a 64 años;Defunciones;Lanzarote;32
2019;Mujeres;De 55 a 64 años;Defunciones;La Palma;17
2019;Mujeres;De 55 a 64 años;Defunciones;La Gomera;5
2019;Mujeres;De 55 a 64 años;Defunciones;Gran Canaria;254
2019;Mujeres;De 55 a 64 años;Defunciones;Fuerteventura;17
2019;Mujeres;De 55 a 64 años;Defunciones;El Hierro;1
2019;Mujeres;De 55 a 64 años;Defunciones;Canarias;592
2019;Mujeres;De 45 a 54 años;Defunciones;Tenerife;137
2019;Mujeres;De 45 a 54 años;Defunciones;Lanzarote;17
2019;Mujeres;De 45 a 54 años;Defunciones;La Palma;9
2019;Mujeres;De 45 a 54 años;Defunciones;La Gomera;5
2019;Mujeres;De 45 a 54 años;Defunciones;Gran Canaria;102
2019;Mujeres;De 45 a 54 años;Defunciones;Fuerteventura;11
2019;Mujeres;De 45 a 54 años;Defunciones;El Hierro;0
2019;Mujeres;De 45 a 54 años;Defunciones;Canarias;281
2019;Mujeres;De 35 a 44 años;Defunciones;Tenerife;37
2019;Mujeres;De 35 a 44 años;Defunciones;Lanzarote;6
2019;Mujeres;De 35 a 44 años;Defunciones;La Palma;6
2019;Mujeres;De 35 a 44 años;Defunciones;La Gomera;0
2019;Mujeres;De 35 a 44 años;Defunciones;Gran Canaria;41
2019;Mujeres;De 35 a 44 años;Defunciones;Fuerteventura;2
2019;Mujeres;De 35 a 44 años;Defunciones;El Hierro;0
2019;Mujeres;De 35 a 44 años;Defunciones;Canarias;92
2019;Mujeres;De 25 a 34 años;Defunciones;Tenerife;13
2019;Mujeres;De 25 a 34 años;Defunciones;Lanzarote;4
2019;Mujeres;De 25 a 34 años;Defunciones;La Palma;0
2019;Mujeres;De 25 a 34 años;Defunciones;La Gomera;0
2019;Mujeres;De 25 a 34 años;Defunciones;Gran Canaria;13
2019;Mujeres;De 25 a 34 años;Defunciones;Fuerteventura;1
2019;Mujeres;De 25 a 34 años;Defunciones;El Hierro;0
2019;Mujeres;De 25 a 34 años;Defunciones;Canarias;31
2019;Mujeres;De 1 a 4 años;Defunciones;Tenerife;1
2019;Mujeres;De 1 a 4 años;Defunciones;Lanzarote;3
2019;Mujeres;De 1 a 4 años;Defunciones;La Palma;0
2019;Mujeres;De 1 a 4 años;Defunciones;La Gomera;0
2019;Mujeres;De 1 a 4 años;Defunciones;Gran Canaria;0
2019;Mujeres;De 1 a 4 años;Defunciones;Fuerteventura;0
2019;Mujeres;De 1 a 4 años;Defunciones;El Hierro;0
2019;Mujeres;De 1 a 4 años;Defunciones;Canarias;4
2019;Mujeres;De 15 a 24 años;Defunciones;Tenerife;8
2019;Mujeres;De 15 a 24 años;Defunciones;Lanzarote;1
2019;Mujeres;De 15 a 24 años;Defunciones;La Palma;1
2019;Mujeres;De 15 a 24 años;Defunciones;La Gomera;0
2019;Mujeres;De 15 a 24 años;Defunciones;Gran Canaria;3
2019;Mujeres;De 15 a 24 años;Defunciones;Fuerteventura;2
2019;Mujeres;De 15 a 24 años;Defunciones;El Hierro;0
2019;Mujeres;De 15 a 24 años;Defunciones;Canarias;15
2019;Mujeres;Total;Defunciones;Tenerife;3236
2019;Mujeres;Total;Defunciones;Lanzarote;323
2019;Mujeres;Total;Defunciones;La Palma;371
2019;Mujeres;Total;Defunciones;La Gomera;91
2019;Mujeres;Total;Defunciones;Gran Canaria;3085
2019;Mujeres;Total;Defunciones;Fuerteventura;176
2019;Mujeres;Total;Defunciones;El Hierro;45
2019;Mujeres;Total;Defunciones;Canarias;7327
2019;Mujeres;Menos de 7 días;Defunciones;Tenerife;8
2019;Mujeres;Menos de 7 días;Defunciones;Lanzarote;0
2019;Mujeres;Menos de 7 días;Defunciones;La Palma;0
2019;Mujeres;Menos de 7 días;Defunciones;La Gomera;0
2019;Mujeres;Menos de 7 días;Defunciones;Gran Canaria;2
2019;Mujeres;Menos de 7 días;Defunciones;Fuerteventura;0
